Type, Size, Saturation, Time
list, 4, 30, 3.075599670410156e-05
list, 4, 30, 3.361701965332031e-05
list, 4, 30, 4.9114227294921875e-05
list, 4, 30, 3.7670135498046875e-05
list, 4, 30, 7.033348083496094e-05
list, 4, 30, 4.696846008300781e-05
list, 4, 30, 3.910064697265625e-05
list, 4, 30, 4.57763671875e-05
list, 4, 30, 3.910064697265625e-05
list, 4, 30, 4.76837158203125e-05
list, 4, 35, 3.314018249511719e-05
list, 4, 35, 6.747245788574219e-05
list, 4, 35, 6.604194641113281e-05
list, 4, 35, 4.4345855712890625e-05
list, 4, 35, 4.482269287109375e-05
list, 4, 35, 3.910064697265625e-05
list, 4, 35, 4.363059997558594e-05
list, 4, 35, 3.743171691894531e-05
list, 4, 35, 4.839897155761719e-05
list, 4, 35, 4.1961669921875e-05
list, 4, 40, 6.508827209472656e-05
list, 4, 40, 5.030632019042969e-05
list, 4, 40, 4.57763671875e-05
list, 4, 40, 5.936622619628906e-05
list, 4, 40, 6.151199340820312e-05
list, 4, 40, 4.9591064453125e-05
list, 4, 40, 5.650520324707031e-05
list, 4, 40, 4.9114227294921875e-05
list, 4, 40, 4.38690185546875e-05
list, 4, 40, 3.2901763916015625e-05
list, 4, 45, 4.4345855712890625e-05
list, 4, 45, 5.1021575927734375e-05
list, 4, 45, 7.05718994140625e-05
